Projection,Level,Account Type,Account,Account Description,2025 Department Budget,2026 Department Budget,2027 Department Budget,2028 Department Budget,2029 Department Budget,2030 Department Budget,2031 Department Budget,2032 Department Budget,2033 Department Budget,2034 Department Budget,2024 Projected Actuals,2024 Original Budget,2024 Revised Budget,2024 Actuals,2023 Original Budget,2023 Revised Budget,2023 Actuals,2022 Revised Budget,2022 Actuals
20251,Department,R,1110-0000-00-00000-408916-0000-000000-00000-0000-,INSURANCE CLAIMS/ADJUSTMENTS  ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"-5,000.00","-5,000.00","-8,350.89","-5,000.00","-32,548.93","-30,183.96","-5,000.00","-9,103.35"
20251,Department,R,1110-0000-00-00000-408933-0000-000000-00000-0000-,RETURN CHECK FEE              ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-300.00,-300.00,-733.21,-300.00,-300.00,-880.13,-250.00,-475.00
20251,Department,R,1110-0000-00-00000-408991-0000-000000-00000-0000-,DEBT SETOFF ADMIN FEE         ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"-3,000.00","-3,000.00","-1,328.29","-2,700.00","-2,700.00","-6,583.54","-2,700.00","-3,560.39"
20251,Department,R,1110-0000-00-00000-409050-0000-000000-00000-0000-,SALE OF SURPLUS PROPERTY      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-533.29,"-5,000.00","-5,000.00","-26,634.00","-5,000.00",0.00
20251,Department,R,1110-0000-00-00000-409600-0000-000000-00000-0000-,SALE OF DOCUMENTS             ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-100.00,-100.00,0.00,-100.00,-8.00
20251,Department,R,1110-0000-00-00000-422110-0000-000000-00000-0000-,MOTOR VEHICLE RENTAL TAX      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-68.11,0.00,0.00,-275.94,-750.00,-234.45
20251,Department,R,1110-0000-00-00000-422111-0000-000000-00000-0000-,RECORDATION TAX COMMONWEALTH  ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20251,Department,R,1110-0000-00-00000-422114-0000-000000-00000-0000-,P2P VEHICLE SHARE DISTRIBUTIO ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-249.09,0.00,0.00,-152.25,0.00,-146.04
20251,Department,R,1110-0000-00-00000-422130-0000-000000-00000-0000-,MOTOR VEHICLE CARRIER'S TAX   ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-250.00,-250.00,-301.03,-250.00,-250.00,-301.03,-250.00,-535.45
20251,Department,R,1110-0000-00-00000-422140-0000-000000-00000-0000-,MOBILE HOME TITLING TAX       ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"-10,000.00","-10,000.00","-13,873.30","-10,000.00","-10,000.00","-26,483.05","-8,000.00","-20,389.54"
20251,Department,R,1110-0000-00-00000-422160-0000-000000-00000-0000-,MOPED ATV SALES TAX           ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-500.00,-500.00,-72.50,-500.00,-500.00,-145.50,-500.00,-279.99
20251,Department,R,1110-0000-00-00000-422170-0000-000000-00000-0000-,GAMES OF SKILL                ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"-4,896.00"
20251,Department,R,1110-0000-00-00000-422190-0000-000000-00000-0000-,PPTRA                         ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"-1,029,053.00","-1,029,053.00","-977,600.31","-1,029,053.00","-1,029,053.00","-1,029,052.96","-1,029,053.00","-1,029,052.96"
20251,Department,R,1110-0000-00-00000-422260-0000-000000-00000-0000-,COMMUNICATIONS TAX (LOC TX TH ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"-405,000.00","-405,000.00","-190,941.76","-427,000.00","-427,000.00","-403,014.57","-485,000.00","-415,060.84"
20251,Department,R,1110-0000-00-00000-422300-0000-000000-00000-0000-,CIGARETTE TAX                 ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"-192,000.00","-192,000.00","-106,548.01","-120,000.00","-120,000.00","-199,765.41","-47,373.00","-103,156.89"
20251,Department,R,1110-0000-00-00000-423100-0000-000000-00000-0000-,SHARED COMM ATT'Y             ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"-204,135.00","-204,135.00","-119,040.96","-194,371.00","-194,371.00","-193,330.98","-185,115.00","-185,006.90"
20251,Department,R,1110-0000-00-00000-423200-0000-000000-00000-0000-,SHARED SHERIFF                ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"-927,946.00","-927,946.00","-542,645.10","-881,634.00","-881,634.00","-873,709.44","-839,651.00","-794,806.43"
20251,Department,R,1110-0000-00-00000-423210-0000-000000-00000-0000-,SHARED SHERIFF ARPA           ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"-38,754.00"
20251,Department,R,1110-0000-00-00000-423215-0000-000000-00000-0000-G0035,ARPA LAW ENFORCEMENT EQUIP    ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"-181,000.00","-148,323.98",0.00,0.00,0.00,0.00,0.00
20251,Department,R,1110-0000-00-00000-423300-0000-000000-00000-0000-,SHARED COMM REVENUE           ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"-128,231.00","-128,231.00","-74,799.44","-120,633.00","-120,633.00","-120,892.81","-114,889.00","-114,065.41"
20251,Department,R,1110-0000-00-00000-423400-0000-000000-00000-0000-,SHARED TREASURER              ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"-109,587.00","-109,587.00","-67,322.88","-103,621.00","-103,621.00","-103,514.62","-98,687.00","-98,650.35"
20251,Department,R,1110-0000-00-00000-423600-0000-000000-00000-0000-,SHARED REGISTRAR & ELECT BR   ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"-42,493.00","-42,493.00",0.00,"-40,469.00","-40,469.00","-66,156.62","-59,942.00","-63,610.86"
20251,Department,R,1110-0000-00-00000-423700-0000-000000-00000-0000-,SHARED CLERK OF CIRCUIT CT    ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"-248,141.00","-248,141.00","-152,118.97","-233,401.00","-233,401.00","-251,936.21","-222,287.00","-230,864.73"
20251,Department,R,1110-0000-00-00000-423720-0000-000000-00000-0000-,SHARED CLERK TECHNOLOGY       ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"-14,858.00","-14,858.00",0.00,"-18,375.00","-18,375.00",0.00,"-17,500.00",0.00
20251,Department,R,1110-0000-00-00000-424030-0000-000000-00000-0000-,DISASTER RELIEF STATE         ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"-1,141.28",0.00,0.00
20251,Department,R,1110-0000-00-00000-424115-0000-000000-00000-0000-,PSAP EQUIPMENT GRANT          ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"-6,625.00",0.00,"-64,376.69"
20251,Department,R,1110-0000-00-00000-424116-0000-000000-00000-0000-,SRO STATE GRANT               ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"-21,564.00",0.00,0.00,"-107,757.00","-35,000.00",0.00
20251,Department,R,1110-0000-00-00000-424117-0000-000000-00000-0000-,VITA WIRELESS GRANT           ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20251,Department,R,1110-0000-00-00000-424118-0000-000000-00000-0000-,BODY WORN CAMERA GRANT        ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"-16,200.00"
20251,Department,R,1110-0000-00-00000-424119-0000-000000-00000-0000-,CLERK LVA RECORDS GRANT       ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"-17,935.00","-45,275.00","-45,275.00","-17,500.00",0.00
20251,Department,R,1110-0000-00-00000-424120-0000-000000-00000-0000-,DEPT OF JUVENILE JUSTICE      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"-8,000.00","-8,000.00","1,647.00","-8,000.00","-8,000.00",0.00,"-8,000.00",0.00
20251,Department,R,1110-0000-00-00000-424122-0000-000000-00000-0000-,DHCD TRAINING SUPPORT STIPEND ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20251,Department,R,1110-0000-00-00000-424130-0000-000000-00000-0000-,VA DOMESTIC VIOLENCE GRANT    ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"-11,250.00","-22,500.00","-22,500.00","-45,000.00","-22,500.00","-45,000.00"
20251,Department,R,1110-0000-00-00000-424140-0000-000000-00000-0000-,VA VICTIM WITNESS GRANT       ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"-19,000.00","-19,000.00","-20,241.00","-15,000.00","-15,000.00","-18,560.37","-15,876.00","-18,129.84"
20251,Department,R,1110-0000-00-00000-424150-0000-000000-00000-0000-,911 WIRELESS FUND             ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"-48,000.00","-48,000.00","-33,461.58","-48,000.00","-48,000.00","-54,911.98","-46,000.00","-63,111.00"
20251,Department,R,1110-0000-00-00000-424177-0000-000000-00000-0000-,OTHER PROGRAMS & GRANTS       ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-714.00,"-1,686.03","-16,200.00","-3,200.26"
20251,Department,R,1110-0000-00-00000-424180-0000-000000-00000-0000-,PSAP STATE 911 GRANT          ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"-10,000.00","-45,000.00",0.00,0.00,0.00,-197.00,0.00,0.00
20251,Department,R,1110-0000-00-00000-424200-0000-000000-00000-0000-,EMS FOUR FOR LIFE             ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"-16,007.00","-16,007.00","-16,174.08","-15,000.00","-15,000.00","-16,006.64","-15,000.00","-15,065.44"
20251,Department,R,1110-0000-00-00000-424202-0000-000000-00000-0000-,RSAF GRANT                    ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20251,Department,R,1110-0000-00-00000-424210-0000-000000-00000-0000-,FIRE PROGRAM FUND             ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"-54,693.00","-54,693.00","-61,377.00","-49,897.00","-49,897.00","-54,693.00","-102,781.00","-52,937.00"
20251,Department,R,1110-0000-00-00000-424320-0000-000000-00000-0000-,LITTER CONTROL & PESTICIDE GR ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"-9,570.00","-9,570.00","-12,513.00","-6,000.00","-15,570.00","-9,570.00","-6,000.00","-9,310.00"
20251,Department,R,1110-0000-00-00000-424366-0000-000000-00000-0000-,VA CHARGE CARD REBATE PROGRAM ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"-3,860.19",0.00,0.00,0.00,0.00,0.00
20251,Department,R,1110-0000-00-00000-424370-0000-000000-00000-0000-,VDEM REPP GRANT               ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"-2,100.00","-2,100.00",0.00,0.00,"-2,100.00","-2,100.00","-3,500.00",0.00
20251,Department,R,1110-0000-00-00000-424375-0000-000000-00000-0000-G0036,VDEM EMERG SHELTER UPGD       ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20251,Department,R,1110-0000-00-00000-424810-0000-000000-00000-0000-,VTA GRANT                     ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"-10,000.00",0.00
20251,Department,R,1110-0000-00-00000-430701-0000-000000-00000-0000-,FORESTRY GRANT                ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"-17,104.60",0.00,0.00
20251,Department,R,1110-0000-00-00000-431110-0000-000000-00000-0000-,SNP REAL PROPERTY TAXES       ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"-95,000.00","-95,000.00",0.00,"-95,000.00","-95,000.00","-104,289.00","-88,000.00","-97,332.00"
20251,Department,R,1110-0000-00-00000-433020-0000-000000-00000-0000-,DISASTER RELIEF FEDERAL       ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"-12,849.74",0.00,0.00
20251,Department,R,1110-0000-00-00000-433100-0000-000000-00000-0000-,LEMPG GRANT (FEMA)            ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"-7,500.00","-7,500.00",0.00,"-7,500.00","-15,000.00",0.00,0.00,"-7,500.00"
20251,Department,R,1110-0000-00-00000-433110-0000-000000-00000-0000-,JUSTICE ASSISTANCE GRANTS     ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-937.00
20251,Department,R,1110-0000-00-00000-433285-0000-000000-00000-0000-,AMERICAN RESCUE PLAN RECV FUND,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"-2,537,577.00","-2,537,577.00",0.00,"-2,540,264.00","-2,540,264.00",0.00,"-2,107,419.00","-38,215.75"
20251,Department,R,1110-0000-00-00000-433300-0000-000000-00000-0000-,VICTIM WITNESS FEDERAL        ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"-45,000.00","-45,000.00","-18,998.86","-48,000.00","-48,000.00","-43,304.24","-48,039.64","-40,522.13"
20251,Department,R,1110-0000-00-00000-433310-0000-000000-00000-0000-,HRSA SCOPES GRANT_UVA         ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"-5,000.00","-5,000.00",0.00,0.00,0.00,0.00,0.00
20251,Department,R,1110-0000-00-00000-433315-0000-000000-00000-0000-,OPIOID SETTLEMENT             ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"-20,000.00","-20,000.00","-11,294.79",0.00,0.00,"-41,959.77",0.00,"-6,628.15"
20251,Department,R,1110-0000-00-00000-433829-0000-000000-00000-0000-,FEDERAL GRANT-OTHER FISCAL AGE,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"-20,000.00","-20,000.00","-1,071.46",0.00,0.00,0.00,0.00,0.00
20251,Department,R,1110-0000-00-00000-490100-0000-000000-00000-0000-,PROCEEDS FROM SALE OF REAL EST,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"-24,854.00",0.00,0.00,"-250,000.00",0.00,"-5,000.00"
20251,Department,R,1110-0000-00-00000-490200-0000-000000-00000-0000-,PROCEEDS ESCHEATED PROPERTY   ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"-49,694.58",0.00,0.00,0.00,0.00,0.00
20251,Department,R,1110-0000-00-00000-491045-0000-000000-00000-0000-,PROCEEDS FROM INDEBTEDNESS    ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20251,Department,R,1110-0000-00-00000-491211-0000-000000-00000-0000-,TRANSFERS IN FROM TOT FUND    ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"-65,200.00","-65,200.00",0.00,"-62,500.00","-62,500.00","-62,500.00","-55,000.00","-55,000.00"
20251,Department,R,1110-0000-00-00000-496231-0000-000000-00000-0000-,TRANSFERS IN FROM SCH LOTTERY ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20251,Department,R,1110-0000-00-00000-496332-0000-000000-00000-0000-,TRANSFERS IN FROM SCHOOL CAPI ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"-399,641.87",0.00,0.00
20251,Department,R,1110-0000-00-00000-496335-0000-000000-00000-0000-,TRANSFERS IN FROM SCHOOL CAPI ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"-689,173.86","-289,531.99",0.00,0.00
20251,Department,R,1110-0000-00-00000-499996-0000-000000-00000-0000-,USE OF FB DEBT PROCEEDS       ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"-627,000.00","-630,800.00",0.00,"-1,696,708.91",0.00
20251,Department,R,1110-0000-00-00000-499998-0000-000000-00000-0000-,ACCUM FUND BAL CAP BUDGET     ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"-402,000.00","-402,000.00",0.00,"-1,699,091.36",0.00
20251,Department,R,1110-0000-00-00000-499999-0000-000000-00000-0000-,ACCUMULATED FUND BALANCE      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"-1,205,676.00","-1,205,676.00",0.00,"-461,118.00","-702,292.78",0.00,"-2,014,538.00",0.00
20251,Department,R,1110-0000-00-98101-433830-0000-000000-00000-0000-,LATCF FUNDS FEDERAL           ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"-100,000.00","-100,000.00","-50,000.00",0.00,0.00,"-50,000.00",0.00,0.00
20251,Department,E,1110-1110-01-11100-501110-0000-000000-00000-0000-,SALARIES AND WAGES BOARD      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"46,000.00","46,000.00","32,583.39","46,000.00","46,000.00","46,510.39","46,000.00","46,000.08"
20251,Department,E,1110-1110-01-11100-552100-0000-000000-00000-0000-,FICA                          ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"3,519.00","3,519.00","2,492.71","3,519.00","3,519.00","3,519.12","3,519.00","3,519.12"
20251,Department,E,1110-1110-01-11100-552500-0000-000000-00000-0000-,UNEMPLOYMENT                  ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20251,Department,E,1110-1110-01-11100-610141-0000-000000-00000-0000-,DATA PROCESSING SERVICES      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20251,Department,E,1110-1110-01-11100-630330-0000-000000-00000-0000-,SOFTWARE AND EQUIPMENT SUBSCR ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20251,Department,E,1110-1110-01-11100-660000-0000-000000-00000-0000-,MATERIALS & SUPPLIES          ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20251,Department,E,1110-1110-01-11100-665810-0000-000000-00000-0000-,DUES                          ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"5,000.00","5,000.00","2,944.00","5,000.00","5,000.00","3,612.00","4,800.00","4,233.00"
20251,Department,E,1110-1110-01-11100-685530-0000-000000-00000-0000-,LODGING & MEALS               ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"5,000.00","5,000.00","3,498.31","5,000.00","5,000.00","3,255.70","5,000.00","1,948.12"
20251,Department,E,1110-1110-01-11100-685540-0000-000000-00000-0000-,SEMINARS & TUITIONS           ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"3,000.00","3,000.00",0.00,"3,000.00","3,000.00",0.00,"4,000.00",0.00
20251,Department,E,1110-1110-01-11100-695800-0000-000000-00000-0000-,MICELLANEOUS                  ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"2,500.00","2,500.00","3,661.39","2,500.00","2,500.00","2,271.81","2,500.00","2,196.60"
20251,Department,E,1110-1110-01-11100-810300-0000-000000-00000-0000-,IT EQUIPMENT                  ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20251,Department,E,1110-1210-01-12210-501210-0000-000000-00000-0000-,SALARIES AND WAGES FULL TIME  ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"5,860.00","5,860.00","4,187.19",0.00,"55,840.00","54,234.60",0.00,"27,920.04"
20251,Department,E,1110-1210-01-12210-552100-0000-000000-00000-0000-,FICA                          ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,448.00,448.00,320.32,"4,272.00","4,272.00","4,148.96",0.00,"2,135.88"
20251,Department,E,1110-1210-01-12210-552210-0000-000000-00000-0000-,VRS                           ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20251,Department,E,1110-1210-01-12210-552310-0000-000000-00000-0000-,HEALTH INSURANCE              ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"5,112.00","5,112.00","7,196.50","8,952.00","8,952.00","9,362.00",0.00,"4,476.00"
20251,Department,E,1110-1210-01-12210-552400-0000-000000-00000-0000-,GROUP LIFE INSURANCE          ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20251,Department,E,1110-1210-01-12210-610148-0000-000000-00000-0000-,CONSULTING SERVICES           ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"2,500.00","2,500.00",0.00,"2,500.00","2,500.00","1,154.88","4,000.00","1,192.88"
20251,Department,E,1110-1210-01-12210-610150-0000-000000-00000-0000-,LEGAL SERVICES                ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"16,000.00","16,000.00","20,146.34","16,000.00","13,773.00","18,267.37","71,840.00","63,940.52"
20251,Department,E,1110-1210-01-12210-610153-0000-000000-00000-0000-,ATTORNEY & CONSULT FEES       ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"96,000.00","96,000.00","53,333.36","55,840.00",0.00,"13,333.34",0.00,0.00
20251,Department,E,1110-1210-01-12210-660200-0000-000000-00000-0000-,BOOKS & SUBSCRIPTIONS         ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,500.00,500.00,758.00,500.00,500.00,810.00,335.00,723.60
20251,Department,E,1110-1310-01-13100-552100-0000-000000-00000-0000-,FICA                          ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.30,300.00,23.72
20251,Department,E,1110-1310-01-13100-552700-0000-000000-00000-0000-,WORKMAN S COMPENSATION        ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,10.00,0.00,10.00,10.00,0.00,10.00,0.00
20251,Department,E,1110-1310-01-13100-610141-0000-000000-00000-0000-,DATA PROCESSING SERVICES      ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"8,000.00","8,000.00","4,559.48","6,500.00","6,500.00",-6.25,"8,000.00","7,302.00"
20251,Department,E,1110-1310-01-13100-610166-0000-000000-00000-0000-,TRAINING SERVICES             ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"5,000.00","5,000.00","4,275.00",0.00,0.00,0.00,0.00,0.00
20251,Department,E,1110-1310-01-13100-620210-0000-000000-00000-0000-,ELECTORAL BOARD FEES          ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"7,500.00","7,500.00","5,160.89","7,500.00","7,500.00","7,319.03","7,500.00","6,713.90"
20251,Department,E,1110-1310-01-13100-620211-0000-000000-00000-0000-,OFFICERS OF ELECTION FEES     ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"20,000.00","20,000.00","15,505.00","17,000.00","17,000.00","9,790.00","17,000.00","13,195.00"
20251,Department,E,1110-1310-01-13100-630320-0000-000000-00000-0000-,REPAIRS & MAINTENANCE         ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"7,200.00","7,200.00","6,098.00","5,500.00","5,500.00","3,357.00","3,700.00","3,500.00"
20251,Department,E,1110-1310-01-13100-643610-0000-000000-00000-0000-,ADVERTISING                   ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,500.00","1,500.00",539.90,0.00,0.00,0.00,0.00,0.00
20251,Department,E,1110-1310-01-13100-660010-0000-000000-00000-0000-,OFFICE SUPPLIES               ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"19,000.00","19,000.00","8,286.86","16,000.00","16,000.00","5,912.05","15,000.00","17,433.98"
20251,Department,E,1110-1310-01-13100-665810-0000-000000-00000-0000-,DUES & MEMBERSHIPS            ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,180.00
20251,Department,E,1110-1310-01-13100-675430-0000-000000-00000-0000-,LEASE BUILDINGS               ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"6,000.00","6,000.00","3,200.00","4,200.00","4,200.00","1,400.00","4,050.00","2,750.00"
